pasada;grabacion;t_start;t_end;duration_min;duration_s;n_points;anomaly
7;7_2_4_K_W.gpx;2024-09-03 18:15:13 Z;2024-09-03 19:13:13 Z;58.0;3480;349;✅ ok
7;7_2_5_L_W.gpx;2024-09-03 18:18:28 Z;2024-09-03 19:13:34 Z;55.1;3306;442;✅ ok
7;7_2_6_E_W.gpx;2024-09-03 18:18:41 Z;2024-09-03 19:17:36 Z;58.9;3535;215;✅ ok
7;7_2_7_F_W.gpx;2024-09-03 18:16:27 Z;2024-09-03 19:18:11 Z;61.7;3704;275;✅ ok
7;7_2_8_A_W.gpx;2024-09-03 18:19:52 Z;2024-09-03 19:13:42 Z;53.8;3230;230;✅ ok
7;7_2_9_H_W.gpx;2024-09-03 18:19:33 Z;2024-09-03 19:12:56 Z;53.4;3203;256;✅ ok
8;8_2_10_T_W.gpx;2024-09-04 11:41:36 Z;2024-09-04 12:38:39 Z;57.0;3423;268;✅ ok
8;8_2_11_R_W.gpx;2024-09-04 11:47:32 Z;2024-09-04 12:38:51 Z;51.3;3079;214;✅ ok
8;8_2_12_I_W.gpx;2005-01-19 11:42:31 Z;2005-01-19 12:38:41 Z;56.2;3370;245;⚠️ fuera de rango
8;8_2_13_J_W.gpx;2024-09-04 11:47:35 Z;2024-09-04 12:38:35 Z;51.0;3060;598;✅ ok
8;8_2_14_J_W.gpx;2024-09-04 11:37:55 Z;2024-09-04 12:38:52 Z;61.0;3657;240;✅ ok
8;8_2_15_J_W.gpx;2024-09-04 11:37:23 Z;2024-09-04 12:38:37 Z;61.2;3673;465;✅ ok
8;8_2_16_M_W.gpx;2024-09-04 11:38:58 Z;2024-09-04 12:38:38 Z;59.7;3580;864;✅ ok
8;8_2_1_A_W.gpx;2024-09-04 11:47:38 Z;2024-09-04 12:39:12 Z;51.6;3094;203;✅ ok
8;8_2_2_Q_W.gpx;2024-09-04 11:47:32 Z;2024-09-04 12:39:00 Z;51.5;3088;264;✅ ok
8;8_2_3_Q_W.gpx;2024-09-04 11:47:31 Z;2024-09-04 12:38:39 Z;51.1;3068;438;✅ ok
8;8_2_4_O_W.gpx;2024-09-04 11:47:22 Z;2024-09-04 12:38:42 Z;51.3;3080;309;✅ ok
8;8_2_5_P_W.gpx;2024-09-04 11:40:59 Z;2024-09-04 12:38:33 Z;57.6;3454;444;✅ ok
8;8_2_6_R_W.gpx;2024-09-04 11:47:36 Z;2024-09-04 12:38:46 Z;51.2;3070;201;✅ ok
8;8_2_7_S_W.gpx;2024-09-04 11:45:33 Z;2024-09-04 12:38:31 Z;53.0;3178;228;✅ ok
8;8_2_8_Q_W.gpx;2024-09-04 11:47:34 Z;2024-09-04 12:39:02 Z;51.5;3088;239;✅ ok
8;8_2_9_T_W.gpx;2024-09-04 11:47:35 Z;2024-09-04 12:38:39 Z;51.1;3064;232;✅ ok
9;9_2_10_X_W.gpx;2024-09-04 12:54:31 Z;2024-09-04 13:47:47 Z;53.3;3196;3189;✅ ok
9;9_2_11_V_W.gpx;2024-09-04 12:54:31 Z;2024-09-04 13:47:40 Z;53.1;3189;3184;✅ ok
9;9_2_12_I_W.gpx;2005-01-19 12:38:41 Z;2005-01-19 13:47:16 Z;68.6;4115;408;⚠️ fuera de rango
9;9_2_13_J_W.gpx;2024-09-04 12:54:27 Z;2024-09-04 13:47:32 Z;53.1;3185;614;✅ ok
9;9_2_14_J_W.gpx;2024-09-04 12:39:29 Z;2024-09-04 13:47:22 Z;67.9;4073;240;✅ ok
9;9_2_15_J_W.gpx;2024-09-04 12:39:35 Z;2024-09-04 13:48:44 Z;69.1;4148;468;✅ ok
9;9_2_16_J_W.gpx;2024-09-04 12:54:32 Z;2024-09-04 13:47:47 Z;53.2;3194;868;✅ ok
9;9_2_1_U_W.gpx;2024-09-04 12:54:29 Z;2024-09-04 13:47:35 Z;53.1;3186;3182;✅ ok
9;9_2_2_U_W.gpx;2024-09-04 12:54:29 Z;2024-09-04 13:48:41 Z;54.2;3252;3252;✅ ok
9;9_2_3_U_W.gpx;2024-09-04 12:54:30 Z;2024-09-04 13:47:36 Z;53.1;3186;3185;✅ ok
9;9_2_4_U_W.gpx;2024-09-04 12:54:29 Z;2024-09-04 13:48:08 Z;53.6;3219;3217;✅ ok
9;9_2_5_U_W.gpx;2024-09-04 12:54:26 Z;2024-09-04 13:47:35 Z;53.1;3189;3188;✅ ok
9;9_2_6_V_W.gpx;2024-09-04 12:54:29 Z;2024-09-04 13:47:36 Z;53.1;3187;3188;✅ ok
9;9_2_7_W_W.gpx;2024-09-04 12:39:31 Z;2024-09-04 13:47:38 Z;68.1;4087;4031;✅ ok
9;9_2_8_U_W.gpx;2024-09-04 12:54:30 Z;2024-09-04 13:47:33 Z;53.0;3183;3179;✅ ok
9;9_2_9_X_W.gpx;2024-09-04 12:54:31 Z;2024-09-04 13:47:36 Z;53.1;3185;3157;✅ ok
